QID,question,answer,correct,choice
1247,"Where was Richard Nixon speaking when he famously declared, “I am not a crook”?",Knott’s Berry Farm,FALSE,A
1247,"Where was Richard Nixon speaking when he famously declared, “I am not a crook”?",SeaWorld,FALSE,C
1041,Where will you find the only Ivy League university named after the state it is in?,Connecticut,FALSE,C
1041,Where will you find the only Ivy League university named after the state it is in?,Massachusetts,FALSE,B
1041,Where will you find the only Ivy League university named after the state it is in?,Pennsylvania,TRUE,A
508,Where would a doctor typically place a sphygmomanometer?,On your arm,TRUE,A
508,Where would a doctor typically place a sphygmomanometer?,On your tongue,FALSE,C
508,Where would a doctor typically place a sphygmomanometer?,Over your eye,FALSE,B
68,Which ‘90s movie is an anagram of the original book title which the film is based on?,Free Willy,FALSE,A
68,Which ‘90s movie is an anagram of the original book title which the film is based on?,Jumanji,FALSE,C
68,Which ‘90s movie is an anagram of the original book title which the film is based on?,October Sky,TRUE,B
102,Which “Rose” was the lead singer of Guns N' Roses?,Axl,TRUE,C
102,Which “Rose” was the lead singer of Guns N' Roses?,Jalen,FALSE,B
102,Which “Rose” was the lead singer of Guns N' Roses?,Pete,FALSE,A
276,Which action star is the creator of an eponymous martial art?,Chuck Norris,TRUE,C
276,Which action star is the creator of an eponymous martial art?,Jackie Chan,FALSE,A
276,Which action star is the creator of an eponymous martial art?,Steven Seagal,FALSE,B
105,Which American car manufacturer first introduced seat belts?,Ford,FALSE,B
105,Which American car manufacturer first introduced seat belts?,Jeep,FALSE,A
105,Which American car manufacturer first introduced seat belts?,Nash,TRUE,C
484,Which animal does NOT appear on the St. Louis Cardinals' 2011 World Series rings?,Bird,FALSE,A
484,Which animal does NOT appear on the St. Louis Cardinals' 2011 World Series rings?,Snake,TRUE,C
484,Which animal does NOT appear on the St. Louis Cardinals' 2011 World Series rings?,Squirrel,FALSE,B
1306,Which animal is NOT a species of wild cat?,Margay,FALSE,C
1306,Which animal is NOT a species of wild cat?,Oncilla,FALSE,B
1306,Which animal is NOT a species of wild cat?,Rorqual,TRUE,A
247,Which animal is NOT depicted in Rembrandt’s “The Night Watch”?,Chicken,FALSE,B
247,Which animal is NOT depicted in Rembrandt’s “The Night Watch”?,Dog,FALSE,C
247,Which animal is NOT depicted in Rembrandt’s “The Night Watch”?,Mouse,TRUE,A
141,Which animals race at the Kentucky Derby?,Horses,TRUE,A
141,Which animals race at the Kentucky Derby?,Locusts,FALSE,C
141,Which animals race at the Kentucky Derby?,Wiener dogs,FALSE,B
631,Which article of clothing is also the name of a stinging insect?,Pink jeggings,FALSE,A
631,Which article of clothing is also the name of a stinging insect?,Red sweatpants,FALSE,B
631,Which article of clothing is also the name of a stinging insect?,Yellow jacket,TRUE,C
522,Which artist reportedly got his signature look after leaving his regular glasses on a plane?,Buddy Holly,FALSE,B
522,Which artist reportedly got his signature look after leaving his regular glasses on a plane?,John Lennon,FALSE,A
522,Which artist reportedly got his signature look after leaving his regular glasses on a plane?,Roy Orbison,TRUE,C
1018,Which author’s breakout success was an essay about working at Macy’s?,David Eggers,FALSE,A
1018,Which author’s breakout success was an essay about working at Macy’s?,David Foster Wallace,FALSE,B
1018,Which author’s breakout success was an essay about working at Macy’s?,David Sedaris,TRUE,C
150,Which author's Pulitzer Prize-winning novel was adapted into a Broadway musical?,Alice Walker,TRUE,C
150,Which author's Pulitzer Prize-winning novel was adapted into a Broadway musical?,Annie Proulx,FALSE,B
150,Which author's Pulitzer Prize-winning novel was adapted into a Broadway musical?,Jane Smiley,FALSE,A
383,Which Baby-Sitters Club member was NOT included in the film version?,Abby,TRUE,C
383,Which Baby-Sitters Club member was NOT included in the film version?,Jessi,FALSE,A
383,Which Baby-Sitters Club member was NOT included in the film version?,Logan,FALSE,B
307,Which ballroom dance is typically performed in 3/4 time?,Rumba,FALSE,A
307,Which ballroom dance is typically performed in 3/4 time?,Tango,FALSE,C
307,Which ballroom dance is typically performed in 3/4 time?,Waltz,TRUE,B
275,Which band featured a regular didgeridoo player?,Dexys Midnight Runners,FALSE,A
275,Which band featured a regular didgeridoo player?,Jamiroquai,TRUE,B
275,Which band featured a regular didgeridoo player?,O.A.R.,FALSE,C
324,Which band had a member with the same stage name as a Revolutionary War admiral?,Led Zeppelin,TRUE,A
324,Which band had a member with the same stage name as a Revolutionary War admiral?,Pink Floyd,FALSE,B
324,Which band had a member with the same stage name as a Revolutionary War admiral?,The Kinks,FALSE,C
317,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,Jackie Robinson,TRUE,A
317,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,Mickey Mantle,FALSE,B
317,Which baseball player is NOT mentioned in Billy Joel’s “We Didn’t Start the Fire”?,Roy Campanella,FALSE,C
373,Which Billy Joel album opens with a sound effect that’s appropriate to its title?,Glass Houses,TRUE,C
373,Which Billy Joel album opens with a sound effect that’s appropriate to its title?,Storm Front,FALSE,A
373,Which Billy Joel album opens with a sound effect that’s appropriate to its title?,Turnstiles,FALSE,B
413,Which brand of sparkling water was commercially introduced first?,Perrier,FALSE,B
413,Which brand of sparkling water was commercially introduced first?,S.Pellegrino,FALSE,C
413,Which brand of sparkling water was commercially introduced first?,Schweppes,TRUE,A
1509,Which breed of dog is NOT named in part for an island?,Maltese,FALSE,C
1509,Which breed of dog is NOT named in part for an island?,Sheltie,FALSE,A
1509,Which breed of dog is NOT named in part for an island?,St. Bernard,TRUE,B
1366,Which Canadian author wrote a book nobody will be able to read until the next century?,Alice Munro,FALSE,A
1366,Which Canadian author wrote a book nobody will be able to read until the next century?,Margaret Atwood,TRUE,B
1366,Which Canadian author wrote a book nobody will be able to read until the next century?,Yann Martel,FALSE,C
1154,Which candy company’s name was formed from its founder’s name and home city?,Haribo,TRUE,B
1154,Which candy company’s name was formed from its founder’s name and home city?,Hershey,FALSE,A
1154,Which candy company’s name was formed from its founder’s name and home city?,Necco,FALSE,C
1402,Which cartoon character made his first TV appearance in an ad for a fruit juice?,Doug Funnie,TRUE,C
1402,Which cartoon character made his first TV appearance in an ad for a fruit juice?,Snoopy,FALSE,B
1402,Which cartoon character made his first TV appearance in an ad for a fruit juice?,Squidward Tentacles,FALSE,A
315,Which CEO runs the NASDAQ-listed company with the highest market cap?,Jeff Bezos,FALSE,B
315,Which CEO runs the NASDAQ-listed company with the highest market cap?,Satya Nadella,FALSE,C
315,Which CEO runs the NASDAQ-listed company with the highest market cap?,Tim Cook,TRUE,A
652,Which character appears in the Shakespeare play whose title comes first alphabetically?,Adriana,FALSE,C
652,Which character appears in the Shakespeare play whose title comes first alphabetically?,Bertram,TRUE,B
652,Which character appears in the Shakespeare play whose title comes first alphabetically?,Octavius Caesar,FALSE,A
332,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,King Arthur,FALSE,C
332,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,Uther Pendragon,FALSE,B
332,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,Vortigern,TRUE,A
133,Which chemical compound would you NOT use to create red and blue fireworks?,Copper chloride,FALSE,C
133,Which chemical compound would you NOT use to create red and blue fireworks?,Sodium nitrate,TRUE,A
133,Which chemical compound would you NOT use to create red and blue fireworks?,Strontium carbonate,FALSE,B
760,Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,Milan,TRUE,C
760,Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,Salt Lake City,FALSE,B
760,Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,Sydney,FALSE,A
1431,Which city is NOT a terminus of the Panama Canal?,Colón,FALSE,A
1431,Which city is NOT a terminus of the Panama Canal?,La Chorrera,TRUE,C
1431,Which city is NOT a terminus of the Panama Canal?,Panama City,FALSE,B
643,Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,IBM,FALSE,A
643,Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,Intel,TRUE,C
643,Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,T-Mobile,FALSE,B
445,Which company makes the TI-83 calculator?,Acer,FALSE,A
445,Which company makes the TI-83 calculator?,Sharp,FALSE,B
445,Which company makes the TI-83 calculator?,Texas Instruments,TRUE,C
371,Which company provided audio equipment that helped Disney produce “Fantasia”?,Bang &amp; Olufsen,FALSE,A
371,Which company provided audio equipment that helped Disney produce “Fantasia”?,Dolby Laboratories,FALSE,C
371,Which company provided audio equipment that helped Disney produce “Fantasia”?,Hewlett-Packard,TRUE,B
281,Which company was named after its founder’s unusual hairstyle?,Kinko's,TRUE,A
281,Which company was named after its founder’s unusual hairstyle?,Miracle-Gro,FALSE,C
281,Which company was named after its founder’s unusual hairstyle?,Red Robin,FALSE,B
404,Which company’s 2012 smartphones included Beats Audio technology?,Apple,FALSE,B
404,Which company’s 2012 smartphones included Beats Audio technology?,HTC,TRUE,C
404,Which company’s 2012 smartphones included Beats Audio technology?,Samsung,FALSE,A
661,Which concept is at the core of a dance style named for Martha Graham?,Contraction &amp; release,TRUE,A
661,Which concept is at the core of a dance style named for Martha Graham?,Lock &amp; leap,FALSE,B
661,Which concept is at the core of a dance style named for Martha Graham?,Pointe &amp; step,FALSE,C
126,Which congressman participated in the Selma to Montgomery marches of 1965?,Cedric Richmond,FALSE,A
126,Which congressman participated in the Selma to Montgomery marches of 1965?,Jason Lewis,FALSE,C
126,Which congressman participated in the Selma to Montgomery marches of 1965?,John Lewis,TRUE,B
22,Which country is part of North America?,Brazil,FALSE,B
22,Which country is part of North America?,Canada,TRUE,C
22,Which country is part of North America?,Norway,FALSE,A
457,Which dessert shares its name with a Korean food made with intestines?,Panna Cotta,FALSE,B
457,Which dessert shares its name with a Korean food made with intestines?,Rice pudding,FALSE,A
457,Which dessert shares its name with a Korean food made with intestines?,Sundae,TRUE,C
899,Which famous character does NOT grow larger by interacting with a mushroom?,Alice in Wonderland,FALSE,A
